Mod:Item:MetaData, Localized Name
opencomputers:material:2, Raw Circuit Board
opencomputers:material:17, Tablet Case (Tier 1)
opencomputers:material:18, Tablet Case (Tier 2)
opencomputers:material:19, Tablet Case (Creative)
opencomputers:material:6, Transistor
opencomputers:tool:0, Analyzer
opencomputers:tool:1, Network Debugger
opencomputers:tool:4, OpenComputers Manual
opencomputers:tool:5, Nanomachines
opencomputers:tool:2, Remote Terminal
opencomputers:tool:3, Texture Picker
opencomputers:wrench, Scrench
opencomputers:hoverboots, Hover Boots
opencomputers:component:16, Accelerated Processing Unit (APU) (Tier 2)
opencomputers:component:17, Accelerated Processing Unit (APU) (Tier 3)
opencomputers:component:18, Accelerated Processing Unit (APU) (Creative)
opencomputers:component:3, Component Bus (Tier 1)
opencomputers:component:4, Component Bus (Tier 2)
opencomputers:component:5, Component Bus (Tier 3)
opencomputers:component:0, Central Processing Unit (CPU) (Tier 1)
opencomputers:component:1, Central Processing Unit (CPU) (Tier 2)
opencomputers:component:2, Central Processing Unit (CPU) (Tier 3)
opencomputers:component:20, Disk Drive
opencomputers:component:6, Memory (Tier 1)
opencomputers:component:7, Memory (Tier 1.5)
opencomputers:component:8, Memory (Tier 2)
opencomputers:component:9, Memory (Tier 2.5)
opencomputers:component:10, Memory (Tier 3)
opencomputers:component:11, Memory (Tier 3.5)
opencomputers:component:13, Server (Tier 1)
opencomputers:component:14, Server (Tier 2)
opencomputers:component:15, Server (Tier 3)
opencomputers:component:12, Server (Creative)
opencomputers:component:19, Terminal Server
opencomputers:card:10, Data Card (Tier 1)
opencomputers:card:11, Data Card (Tier 2)
opencomputers:card:12, Data Card (Tier 3)
opencomputers:card:0, Debug Card
opencomputers:card:1, Graphics Card (Tier 1)
opencomputers:card:2, Graphics Card (Tier 2)
opencomputers:card:3, Graphics Card (Tier 3)
opencomputers:card:8, Internet Card
opencomputers:card:9, Linked Card
opencomputers:card:6, Network Card
opencomputers:card:4, Redstone Card (Tier 1)
opencomputers:card:7, Wireless Network Card (Tier 2)
opencomputers:upgrade:32, Component Bus (Creative)
opencomputers:upgrade:0, Angel Upgrade
opencomputers:upgrade:1, Battery Upgrade (Tier 1)
opencomputers:upgrade:2, Battery Upgrade (Tier 2)
opencomputers:upgrade:3, Battery Upgrade (Tier 3)
opencomputers:upgrade:4, Chunkloader Upgrade
opencomputers:upgrade:5, Card Container (Tier 1)
opencomputers:upgrade:6, Card Container (Tier 2)
opencomputers:upgrade:7, Card Container (Tier 3)
opencomputers:upgrade:8, Upgrade Container (Tier 1)
opencomputers:upgrade:9, Upgrade Container (Tier 2)
opencomputers:upgrade:10, Upgrade Container (Tier 3)
opencomputers:upgrade:11, Crafting Upgrade
opencomputers:upgrade:12, Database Upgrade (Tier 1)
opencomputers:upgrade:13, Database Upgrade (Tier 2)
opencomputers:upgrade:14, Database Upgrade (Tier 3)
opencomputers:upgrade:15, Experience Upgrade
opencomputers:upgrade:16, Generator Upgrade
opencomputers:upgrade:27, Hover Upgrade (Tier 1)
opencomputers:upgrade:28, Hover Upgrade (Tier 2)
opencomputers:upgrade:17, Inventory Upgrade
opencomputers:upgrade:18, Inventory Controller Upgrade
opencomputers:upgrade:26, Leash Upgrade
opencomputers:upgrade:30, MFU
opencomputers:upgrade:19, Navigation Upgrade
opencomputers:upgrade:20, Piston Upgrade
opencomputers:upgrade:21, Sign I/O Upgrade
opencomputers:upgrade:22, Solar Generator Upgrade
opencomputers:upgrade:33, Sticky Piston Upgrade
opencomputers:upgrade:23, Tank Upgrade
opencomputers:upgrade:24, Tank Controller Upgrade
opencomputers:upgrade:25, Tractor Beam Upgrade
opencomputers:upgrade:29, Trading Upgrade
opencomputers:upgrade:31, Wireless Network Card (Tier 1)
opencomputers:storage:0, EEPROM
opencomputers:storage:1, Floppy Disk
opencomputers:storage:2, Hard Disk Drive (Tier 1) (1MB)
opencomputers:storage:3, Hard Disk Drive (Tier 2) (2MB)
opencomputers:storage:4, Hard Disk Drive (Tier 3) (4MB)
opencomputers:misc:1, Crecopter
opencomputers:misc:0, Microcontroller
opencomputers:misc:0, Creatix
opencomputers:misc:0, Tablet
opencomputers:misc:0, Hover Boots
opencomputers:misc:0, EEPROM (Lua BIOS)
packagedauto:packager, Packager
packagedauto:encoder, Package Recipe Encoder
packagedauto:unpackager, Unpackager
packagedauto:packager_extension, Packager Extension
packagedauto:recipe_holder, Package Recipe Holder
packagedauto:package, Recipe Package
packagedauto:package_component, Packaging Component
packagedauto:me_package_component, ME Packaging Component
qmd:beamline, Beamline Pipe
qmd:linear_accelerator_controller, Linear Accelerator Controller
qmd:ring_accelerator_controller, Synchrotron Accelerator Controller
qmd:accelerator_beam, Accelerator Beam Block
qmd:accelerator_casing, Accelerator Casing
qmd:accelerator_computer_port, Accelerator Computer Port
qmd:accelerator_redstone_port, Accelerator Redstone Port
qmd:accelerator_port, Accelerator Item Port
qmd:accelerator_glass, Accelerator Glass
qmd:accelerator_vent, Accelerator Coolant Vent
qmd:accelerator_beam_port, Accelerator Beam Port
qmd:accelerator_synchrotron_port, Accelerator Synchrotron Port
qmd:accelerator_cavity:0, Copper RF Cavity
qmd:accelerator_cavity:1, Magnesium Diboride RF Cavity
qmd:accelerator_cavity:2, Niobium-Tin RF Cavity
qmd:accelerator_cavity:3, Niobium-Titanium RF Cavity
qmd:accelerator_cavity:4, BSCCO RF Cavity
qmd:accelerator_magnet:0, Copper Accelerator Electromagnet
qmd:accelerator_magnet:1, Magnesium Diboride Accelerator Electromagnet
qmd:accelerator_magnet:2, Niobium-Tin Accelerator Electromagnet
qmd:accelerator_magnet:3, Niobium-Titanium Accelerator Electromagnet
qmd:accelerator_magnet:4, BSCCO Accelerator Electromagnet
qmd:accelerator_yoke, Accelerator Electromagnet Yoke
qmd:accelerator_cooler1:0, Water Accelerator Cooler
qmd:accelerator_cooler1:1, Iron Accelerator Cooler
qmd:accelerator_cooler1:2, Redstone Accelerator Cooler
qmd:accelerator_cooler1:3, Quartz Accelerator Cooler
qmd:accelerator_cooler1:4, Obsidian Accelerator Cooler
qmd:accelerator_cooler1:5, Nether Brick Accelerator Cooler
qmd:accelerator_cooler1:6, Glowstone Accelerator Cooler
qmd:accelerator_cooler1:7, Lapis Accelerator Cooler
qmd:accelerator_cooler1:8, Gold Accelerator Cooler
qmd:accelerator_cooler1:9, Prismarine Accelerator Cooler
qmd:accelerator_cooler1:10, Slime Accelerator Cooler
qmd:accelerator_cooler1:11, End Stone Accelerator Cooler
qmd:accelerator_cooler1:12, Purpur Accelerator Cooler
qmd:accelerator_cooler1:13, Diamond Accelerator Cooler
qmd:accelerator_cooler1:14, Emerald Accelerator Cooler
qmd:accelerator_cooler1:15, Copper Accelerator Cooler
qmd:accelerator_cooler2:0, Tin Accelerator Cooler
qmd:accelerator_cooler2:1, Lead Accelerator Cooler
qmd:accelerator_cooler2:2, Boron Accelerator Cooler
qmd:accelerator_cooler2:3, Lithium Accelerator Cooler
qmd:accelerator_cooler2:4, Magnesium Accelerator Cooler
qmd:accelerator_cooler2:5, Manganese Accelerator Cooler
qmd:accelerator_cooler2:6, Aluminum Accelerator Cooler
qmd:accelerator_cooler2:7, Silver Accelerator Cooler
qmd:accelerator_cooler2:8, Fluorite Accelerator Cooler
qmd:accelerator_cooler2:9, Villiaumite Accelerator Cooler
qmd:accelerator_cooler2:10, Carobbiite Accelerator Cooler
qmd:accelerator_cooler2:11, Arsenic Accelerator Cooler
qmd:accelerator_cooler2:12, Liquid Nitrogen Accelerator Cooler
qmd:accelerator_cooler2:13, Liquid Helium Accelerator Cooler
qmd:accelerator_cooler2:14, Enderium Accelerator Cooler
qmd:accelerator_cooler2:15, Cryotheum Accelerator Cooler
qmd:accelerator_source, Accelerator Ion Source
qmd:accelerator_energy_port, Accelerator Energy Port
qmd:beam_diverter_controller, Beam Diverter Controller
qmd:beam_splitter_controller, Beam Splitter Controller
qmd:decelerator_controller, Decelerator Controller
qmd:target_chamber_controller, Target Chamber Controller
qmd:decay_chamber_controller, Decay Chamber Controller
qmd:beam_dump_controller, Beam Dump Controller
qmd:collision_chamber_controller, Collision Chamber Controller
qmd:particle_chamber_beam, Particle Chamber Beam Block
qmd:particle_chamber_casing, Particle Chamber Casing
qmd:particle_chamber_glass, Particle Chamber Glass
qmd:particle_chamber_beam_port, Particle Chamber Beam Port
qmd:particle_chamber_detector:0, Bubble Chamber Detector
qmd:particle_chamber_detector:1, Silicon Tracker Detector
qmd:particle_chamber_detector:2, Wire Chamber Detector
qmd:particle_chamber_detector:3, Electromagnetic Calorimeter Detector
qmd:particle_chamber_detector:4, Hadron Calorimeter Detector
qmd:particle_chamber_energy_port, Particle Chamber Energy Port
qmd:particle_chamber, Particle Chamber
qmd:particle_chamber_port, Particle Chamber Item Port
qmd:particle_chamber_fluid_port, Particle Chamber Fluid Port
qmd:ore_leacher, Ore Leacher
qmd:irradiator, Irradiator
qmd:atmosphere_collector, Atmosphere Collector
qmd:fission_reflector:0, Tungsten Carbide Neutron Reflector
qmd:fission_shield:0, Hafnium Fission Neutron Shield
qmd:rtg_strontium, Strontium RTG
qmd:discharge_lamp:0, Discharge Lamp
qmd:discharge_lamp:1, Hydrogen Discharge Lamp
qmd:discharge_lamp:2, Helium Discharge Lamp
qmd:discharge_lamp:3, Nitrogen Discharge Lamp
qmd:discharge_lamp:4, Oxygen Discharge Lamp
qmd:discharge_lamp:5, Neon Discharge Lamp
qmd:discharge_lamp:6, Argon Discharge Lamp
qmd:discharge_lamp2:0, Sodium Discharge Lamp
qmd:discharge_lamp2:1, Mercury Discharge Lamp
qmd:neutral_containment_controller, Exotic Containment Chamber Controller
qmd:nucleosynthesis_chamber_controller, Nucleosynthesis Chamber Controller
qmd:containment_casing, Vacuum Chamber Casing
qmd:containment_glass, Vacuum Chamber Glass
qmd:containment_port, Vacuum Chamber Item Port
qmd:containment_beam_port, Vacuum Chamber Beam Port
qmd:containment_vent, Vacuum Chamber Coolant Vent
qmd:containment_energy_port, Vacuum Chamber Energy Port
qmd:vacuum_chamber_fluid_port, Vacuum Chamber Fluid Port
qmd:containment_coil, Vacuum Chamber Coil
qmd:containment_laser, Vacuum Chamber Laser
qmd:vacuum_chamber_beam, Vacuum Chamber Beam
qmd:vacuum_chamber_plasma_glass, Vacuum Chamber Plasma Glass
qmd:vacuum_chamber_plasma_nozzle, Vacuum Chamber Plasma Nozzle
qmd:vacuum_chamber_heater:0, Iron Vacuum Chamber Heater
qmd:vacuum_chamber_heater:1, Redstone Vacuum Chamber Heater
qmd:vacuum_chamber_heater:2, Quartz Vacuum Chamber Heater
qmd:vacuum_chamber_heater:3, Obsidian Vacuum Chamber Heater
qmd:vacuum_chamber_heater:4, Glowstone Vacuum Chamber Heater
qmd:vacuum_chamber_heater:5, Lapis Vacuum Chamber Heater
qmd:vacuum_chamber_heater:6, Gold Vacuum Chamber Heater
qmd:vacuum_chamber_heater:7, Diamond Vacuum Chamber Heater
qmd:vacuum_chamber_heater_vent, Vacuum Chamber Heater Vent
qmd:vacuum_chamber_redstone_port, Vacuum Chamber Redstone Port
qmd:strontium_90_block, Strontium-90 Block
qmd:block_green_luminous_paint, tile.qmd.block_green_luminous_paint.name
qmd:block_blue_luminous_paint, tile.qmd.block_blue_luminous_paint.name
qmd:block_orange_luminous_paint, tile.qmd.block_orange_luminous_paint.name
qmd:creative_particle_source, Creative Particle Source
qmd:turbine_blade_super_alloy, Super Alloy Turbine Rotor Blade
qmd:dust:0, Tungsten Dust
qmd:dust:1, Niobium Dust
qmd:dust:2, Chromium Dust
qmd:dust:3, Titanium Dust
qmd:dust:4, Cobalt Dust
qmd:dust:5, Nickel Dust
qmd:dust:6, Hafnium Dust
qmd:dust:7, Zinc Dust
qmd:dust:8, Osmium Dust
qmd:dust:9, Iridium Dust
qmd:dust:10, Platinum Dust
qmd:dust:11, Sodium Dust
qmd:dust:12, Potassium Dust
qmd:dust:13, Calcium Dust
qmd:dust:14, Strontium Dust
qmd:dust2:0, Yttrium Dust
qmd:dust2:1, Neodymium Dust
qmd:dust2:2, Iodine Dust
qmd:dust2:3, Samarium Dust
qmd:dust2:4, Terbium Dust
qmd:dust2:5, Erbium Dust
qmd:dust2:6, Ytterbium Dust
qmd:ingot:0, Tungsten Ingot
qmd:ingot:1, Niobium Ingot
qmd:ingot:2, Chromium Ingot
qmd:ingot:3, Titanium Ingot
qmd:ingot:4, Cobalt Ingot
qmd:ingot:5, Nickel Ingot
qmd:ingot:6, Hafnium Ingot
qmd:ingot:7, Zinc Ingot
qmd:ingot:8, Osmium Ingot
qmd:ingot:9, Iridium Ingot
qmd:ingot:10, Platinum Ingot
qmd:ingot:11, Sodium Ingot
qmd:ingot:12, Potassium Ingot
qmd:ingot:13, Calcium Ingot
qmd:ingot:14, Strontium Ingot
qmd:ingot2:0, Yttrium Ingot
qmd:ingot2:1, Neodymium Ingot
qmd:ingot2:2, Mercury
qmd:ingot_alloy:0, Tungsten Carbide Ingot
qmd:ingot_alloy:1, Niobium-Tin Ingot
qmd:ingot_alloy:2, Stainless Steel Ingot
qmd:ingot_alloy:3, Niobium-Titanium Ingot
qmd:ingot_alloy:4, Osmiridium Ingot
qmd:ingot_alloy:5, Nichrome Ingot
qmd:ingot_alloy:6, Super Alloy Ingot
qmd:canister:0, Canister
qmd:canister:1, Hydrogen Canister
qmd:canister:2, Deuterium Canister
qmd:canister:3, Tritium Canister
qmd:canister:4, Helium-3 Canister
qmd:canister:5, Helium Canister
qmd:canister:6, Diborane Canister
qmd:source:0, Tungsten Filament
qmd:source:1, Sodium-22 Source
qmd:source:2, Cobalt-60 Source
qmd:source:3, Iridium-192 Source
qmd:source:4, Calcium-48 Source
qmd:isotope:0, Sodium-22
qmd:isotope:1, Beryllium-7
qmd:isotope:2, Magnesium-24
qmd:isotope:3, Magnesium-26
qmd:isotope:4, Uranium-234
qmd:isotope:5, Protactinium-231 Dust
qmd:isotope:6, Cobalt-60
qmd:isotope:7, Iridium-192
qmd:isotope:8, Calcium-48
qmd:part:0, Empty Cooler
qmd:part:1, Empty Detector Casing
qmd:part:2, Lead Tungstate Scintillator
qmd:part:3, Plastic Scintillator
qmd:part:4, BSCCO Wire
qmd:part:5, Neodymium Doped YAG Rod
qmd:part:6, Gold Plated Tungsten Wire
qmd:part:7, Empty Wire Chamber
qmd:part:8, Neodymium Magnet
qmd:part:9, Accelerating Barrel
qmd:part:10, Laser Assembly
qmd:semiconductor:0, P-Type Doped Silicon
qmd:semiconductor:1, N-Type Doped Silicon
qmd:semiconductor:2, Silicon Boule
qmd:semiconductor:3, Silicon Wafer
qmd:semiconductor:4, Basic Processor
qmd:semiconductor:5, Advanced Processor
qmd:semiconductor:6, Elite Processor
qmd:chemical_dust:0, Tungsten Oxide
qmd:chemical_dust:1, BSCCO Dust
qmd:chemical_dust:2, Sodium Nitrate
qmd:chemical_dust:3, Sodium Chloride
qmd:chemical_dust:4, Copper Oxide
qmd:chemical_dust:5, Hafnium Oxide
qmd:chemical_dust:6, Strontium Chloride
qmd:chemical_dust:7, Zinc Sulfide
qmd:waste_fission:0, Light Fission Waste
qmd:waste_fission:1, Heavy Fission Waste
qmd:waste_spallation:0, Californium Spallation Waste
qmd:waste_spallation:1, Berkelium Spallation Waste
qmd:waste_spallation:2, Curium Spallation Waste
qmd:waste_spallation:3, Americium Spallation Waste
qmd:waste_spallation:4, Plutonium Spallation Waste
qmd:waste_spallation:5, Neptunium Spallation Waste
qmd:waste_spallation:6, Uranium Spallation Waste
qmd:waste_spallation:7, Protactinium Spallation Waste
qmd:waste_spallation:8, Thorium Spallation Waste
qmd:waste_spallation:9, Radium Spallation Waste
qmd:waste_spallation:10, Polonium Spallation Waste
qmd:waste_spallation:11, Bismuth Spallation Waste
qmd:waste_spallation:12, Lead Spallation Waste
qmd:waste_spallation:13, Gold Spallation Waste
qmd:waste_spallation:14, Platinum Spallation Waste
qmd:waste_spallation:15, Iridium Spallation Waste
qmd:waste_spallation2:0, Osmium Spallation Waste
qmd:waste_spallation2:1, Tungsten Spallation Waste
qmd:waste_spallation2:2, Hafnium Spallation Waste
qmd:waste_spallation2:3, Mercury Spallation Waste
qmd:sword_tungsten_carbide, Tungsten Carbide Sword
qmd:pickaxe_tungsten_carbide, Tungsten Carbide Pickaxe
qmd:shovel_tungsten_carbide, Tungsten Carbide Shovel
qmd:axe_tungsten_carbide, Tungsten Carbide Axe
qmd:hoe_tungsten_carbide, Tungsten Carbide Hoe
qmd:flesh, Not So Rotten Flesh
qmd:luminous_paint:0, Green Radioluminescent Paint
qmd:luminous_paint:1, Blue Radioluminescent Paint
qmd:luminous_paint:2, Orange Radioluminescent Paint
qmd:cell:0, Empty Cell
qmd:cell:1, Anti-Hydrogen Cell
qmd:cell:2, Anti-Deuterium Cell
qmd:cell:3, Anti-Tritium Cell
qmd:cell:4, Anti-Helium-3 Cell
qmd:cell:5, Anti-Helium Cell
qmd:cell:6, Positronium Cell
qmd:cell:7, Muonium Cell
qmd:cell:8, Tauonium Cell
qmd:cell:9, Glueball Cell
qmd:lepton_cannon, Lepton Cannon
qmd:gluon_gun, Gluon Gun
qmd:antimatter_launcher, Antimatter Launcher
qmd:beam_meter, Beam Meter
qmd:drill_basic, Electric Mining Drill
qmd:drill_advanced, Advanced Electric Mining Drill
qmd:copernicium:0, Copernicium-291
qmd:copernicium:1, Copernicium-291 Carbide
qmd:copernicium:2, Copernicium-291 Oxide
qmd:copernicium:3, Copernicium-291 Nitride
qmd:copernicium:4, Copernicium-291-Zirconium Alloy
qmd:pellet_copernicium:0, MIX-291
qmd:pellet_copernicium:1, MIX-291 Carbide
qmd:fuel_copernicium:0, MTRISO-291 Fuel Pebble
qmd:fuel_copernicium:1, MOX-291 Oxide Fuel Pellet
qmd:fuel_copernicium:2, MNI-291 Fuel Pellet
qmd:fuel_copernicium:3, MZA-291 Fuel Pellet
qmd:depleted_fuel_copernicium:0, Depleted MTRISO-291 Fuel Pebble
qmd:depleted_fuel_copernicium:1, Depleted MOX-291 Fuel Pellet
qmd:depleted_fuel_copernicium:2, Depleted MNI-291 Fuel Pellet
qmd:depleted_fuel_copernicium:3, Depleted MZA-291 Fuel Pellet
qmd:helm_hev, HEV Helmet
qmd:chest_hev, HEV Chestplate
qmd:legs_hev, HEV Leggings
qmd:boots_hev, HEV Boots
qmd:fluid_hydrochloric_acid, Hydrochloric Acid
qmd:fluid_nitric_acid, Nitric Acid
qmd:fluid_sodium_chloride_solution, Sodium Chloride Solution
qmd:fluid_sodium_nitrate_solution, Sodium Nitrate Solution
qmd:fluid_lead_nitrate_solution, Lead Nitrate Solution
qmd:fluid_sodium_tungstate_solution, Sodium Tungstate Solution
qmd:fluid_lead_tungstate_solution, Lead Tungstate Solution
qmd:fluid_liquid_hydrogen, Liquid Hydrogen
qmd:fluid_liquid_argon, Liquid Argon
qmd:fluid_liquid_neon, Liquid Neon
qmd:fluid_liquid_oxygen, Liquid Oxygen
qmd:fluid_mercury, Mercury
qmd:fluid_hot_mercury, Hot Mercury
qmd:fluid_iodine, Liquid Iodine
qmd:fluid_argon, Argon
qmd:fluid_neon, Neon
qmd:fluid_chlorine, Chlorine
qmd:fluid_nitric_oxide, Nitric Oxide
qmd:fluid_nitrogen_dioxide, Nitrogen Dioxide
qmd:fluid_compressed_air, Compressed Air
qmd:fluid_silicon, Molten Silicon
qmd:fluid_yag, Molten Yttrium Aluminum Garnet
qmd:fluid_nd_yag, Molten Neodymium Doped YAG
qmd:fluid_tungsten, Molten Tungsten
qmd:fluid_niobium, Molten Niobium
qmd:fluid_chromium, Molten Chromium
qmd:fluid_titanium, Molten Titanium
qmd:fluid_cobalt, Molten Cobalt
qmd:fluid_nickel, Molten Nickel
qmd:fluid_hafnium, Molten Hafnium
qmd:fluid_zinc, Molten Zinc
qmd:fluid_osmium, Molten Osmium
qmd:fluid_iridium, Molten Iridium
qmd:fluid_platinum, Molten Platinum
qmd:fluid_calcium, Molten Calcium
qmd:fluid_strontium, Molten Strontium
qmd:fluid_yttrium, Molten Yttrium
qmd:fluid_neodymium, Molten Neodymium
qmd:fluid_samarium, Molten Samarium
qmd:fluid_terbium, Molten Terbium
qmd:fluid_erbium, Molten Erbium
qmd:fluid_ytterbium, Molten Ytterbium
qmd:fluid_bismuth, Molten Bismuth
qmd:fluid_polonium, Molten Polonium
qmd:fluid_radium, Molten Radium
qmd:fluid_antihydrogen, Anti-Hydrogen
qmd:fluid_antideuterium, Anti-Deuterium
qmd:fluid_antitritium, Anti-Tritium
qmd:fluid_antihelium3, Anti-Helium-3
qmd:fluid_antihelium, Anti-Helium
qmd:fluid_positronium, Positronium
qmd:fluid_muonium, Muonium
qmd:fluid_tauonium, Tauonium
qmd:fluid_glueballs, Glueballs
thermaldynamics:duct_0:0, Leadstone Fluxduct
thermaldynamics:duct_0:1, Hardened Fluxduct
thermaldynamics:duct_0:2, Redstone Energy Fluxduct
thermaldynamics:duct_0:3, Signalum Fluxduct
thermaldynamics:duct_0:4, Resonant Fluxduct
thermaldynamics:duct_0:5, Cryo-Stabilized Fluxduct
thermaldynamics:duct_0:6, Redstone Energy Fluxduct (Empty)
thermaldynamics:duct_0:7, Signalum Fluxduct (Empty)
thermaldynamics:duct_0:8, Resonant Fluxduct (Empty)
thermaldynamics:duct_0:9, Cryo-Stabilized Fluxduct (Empty)
thermaldynamics:duct_16:0, Fluiduct
thermaldynamics:duct_16:1, Fluiduct (Opaque)
thermaldynamics:duct_16:2, Hardened Fluiduct
thermaldynamics:duct_16:3, Hardened Fluiduct (Opaque)
thermaldynamics:duct_16:4, Signalum-Plated Fluiduct
thermaldynamics:duct_16:5, Signalum-Plated Fluiduct (Opaque)
thermaldynamics:duct_16:6, Super-Laminar Fluiduct
thermaldynamics:duct_16:7, Super-Laminar Fluiduct (Opaque)
thermaldynamics:duct_32:0, Vacuum Itemduct
thermaldynamics:duct_32:0, Dense Itemduct
thermaldynamics:duct_32:0, Itemduct
thermaldynamics:duct_32:1, Vacuum Itemduct (Opaque)
thermaldynamics:duct_32:1, Dense Itemduct (Opaque)
thermaldynamics:duct_32:1, Itemduct (Opaque)
thermaldynamics:duct_32:2, Vacuum Impulse Itemduct
thermaldynamics:duct_32:2, Dense Impulse Itemduct
thermaldynamics:duct_32:2, Impulse Itemduct
thermaldynamics:duct_32:3, Vacuum Impulse Itemduct (Opaque)
thermaldynamics:duct_32:3, Dense Impulse Itemduct (Opaque)
thermaldynamics:duct_32:3, Impulse Itemduct (Opaque)
thermaldynamics:duct_32:4, Vacuum Signalum-Plated Itemduct
thermaldynamics:duct_32:4, Dense Signalum-Plated Itemduct
thermaldynamics:duct_32:4, Signalum-Plated Itemduct
thermaldynamics:duct_32:5, Vacuum Signalum-Plated Itemduct (Opaque)
thermaldynamics:duct_32:5, Dense Signalum-Plated Itemduct (Opaque)
thermaldynamics:duct_32:5, Signalum-Plated Itemduct (Opaque)
thermaldynamics:duct_32:6, Vacuum Signalum-Plated Impulse Itemduct
thermaldynamics:duct_32:6, Dense Signalum-Plated Impulse Itemduct
thermaldynamics:duct_32:6, Signalum-Plated Impulse Itemduct
thermaldynamics:duct_32:7, Vacuum Signalum-Plated Impulse Itemduct (Opaque)
thermaldynamics:duct_32:7, Dense Signalum-Plated Impulse Itemduct (Opaque)
thermaldynamics:duct_32:7, Signalum-Plated Impulse Itemduct (Opaque)
